activated,perspective,org.eclipse.cdt.ui,,"org.eclipse.cdt.ui.CPerspective",1331819429553
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.300.v20110815-1419,"org.eclipse.equinox.p2.directorywatcher",1331820020179
started,bundle,org.eclipse.equinox.p2.engine,2.1.1.R37x_v20111003,"org.eclipse.equinox.p2.engine",1331820020190
started,bundle,org.eclipse.equinox.p2.metadata,2.1.0.v20110815-1419,"org.eclipse.equinox.p2.metadata",1331820020205
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.2.0.v20110815-1419,"org.eclipse.equinox.p2.metadata.repository",1331820020208
started,bundle,org.eclipse.equinox.p2.operations,2.1.1.R37x_v20111111,"org.eclipse.equinox.p2.operations",1331820020208
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.100.v20110815-1419,"org.eclipse.equinox.p2.reconciler.dropins",1331820020210
started,bundle,org.eclipse.equinox.p2.repository,2.1.1.v20120113-1346,"org.eclipse.equinox.p2.repository",1331820020212
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.100.v20110815-1419,"org.eclipse.equinox.p2.ui.sdk.scheduler",1331820020216
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.200.v20110815-1419,"org.eclipse.equinox.p2.updatechecker",1331820020217
started,bundle,org.eclipse.equinox.preferences,3.4.2.v20120111-2020,"org.eclipse.equinox.preferences",1331820020231
started,bundle,org.eclipse.equinox.registry,3.5.101.R37x_v20110810-1611,"org.eclipse.equinox.registry",1331820020242
started,bundle,org.eclipse.equinox.security,1.1.1.R37x_v20110822-1018,"org.eclipse.equinox.security",1331820020257
started,bundle,org.eclipse.equinox.util,1.0.300.v20110502,"org.eclipse.equinox.util",1331820020265
started,bundle,org.eclipse.help,3.5.100.v20110426,"org.eclipse.help",1331820020275
started,bundle,org.eclipse.jface,3.7.0.v20110928-1505,"org.eclipse.jface",1331820020281
started,bundle,org.eclipse.jgit,1.3.0.201202151440-r,"org.eclipse.jgit",1331820020282
started,bundle,org.eclipse.jsch.core,1.1.300.I20110514-0800,"org.eclipse.jsch.core",1331820020287
started,bundle,org.eclipse.ltk.core.refactoring,3.5.201.r372_v20111101-0700,"org.eclipse.ltk.core.refactoring",1331820020289
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring",1331820020297
started,bundle,org.eclipse.mylyn.bugzilla.core,3.6.5.v20120123-0100,"org.eclipse.mylyn.bugzilla.core",1331820020308
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.ui",1331820020316
started,bundle,org.eclipse.mylyn.commons.identity,0.8.0.v20110608-1400,"org.eclipse.mylyn.commons.identity",1331820020317
started,bundle,org.eclipse.mylyn.commons.net,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.net",1331820020317
started,bundle,org.eclipse.mylyn.commons.ui,3.6.1.v20110720-0100,"org.eclipse.mylyn.commons.ui",1331820020333
started,bundle,org.eclipse.mylyn.context.core,3.6.1.v20110720-0100,"org.eclipse.mylyn.context.core",1331820020340
started,bundle,org.eclipse.mylyn.context.ui,3.6.1.v20120112-0100,"org.eclipse.mylyn.context.ui",1331820020353
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1331820020359
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.5.v20120215-0100,"org.eclipse.mylyn.tasks.ui",1331820020368
started,bundle,org.eclipse.mylyn.team.ui,3.6.1.v20110825-0100,"org.eclipse.mylyn.team.ui",1331820020376
started,bundle,org.eclipse.search,3.7.0.v20110928-1504,"org.eclipse.search",1331820020388
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1331820020393
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1331820020404
started,bundle,org.eclipse.team.cvs.ui,3.3.401.v20120126-1227,"org.eclipse.team.cvs.ui",1331820020421
started,bundle,org.eclipse.team.ui,3.6.101.R37x_v20111109-0800,"org.eclipse.team.ui",1331820020435
started,bundle,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui",1331820020444
started,bundle,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console",1331820020451
started,bundle,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.editors",1331820020462
started,bundle,org.eclipse.ui.forms,3.5.101.v20111011-1919,"org.eclipse.ui.forms",1331820020470
started,bundle,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.ide",1331820020478
started,bundle,org.eclipse.ui.navigator,3.5.101.v20120106-1355,"org.eclipse.ui.navigator",1331820020491
started,bundle,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.resources",1331820020498
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1331820020499
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1331820020501
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1331820020512
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1331820020522
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1331820020531
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1331820020559
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1331820020569
os,sysinfo,,,"linux",1331820020576
arch,sysinfo,,,"x86",1331820020577
ws,sysinfo,,,"gtk",1331820020577
locale,sysinfo,,,"en_US",1331820020577
processors,sysinfo,,,"1",1331820020577
java.runtime.name,sysinfo,,,"OpenJDK Runtime Environment",1331820020577
java.runtime.version,sysinfo,,,"1.6.0_22-b22",1331820020577
java.specification.name,sysinfo,,,"Java Platform API Specification",1331820020577
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1331820020577
java.specification.version,sysinfo,,,"1.6",1331820020577
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1331820020577
java.version,sysinfo,,,"1.6.0_22",1331820020577
java.vm.info,sysinfo,,,"mixed mode",1331820020577
java.vm.name,sysinfo,,,"OpenJDK Client VM",1331820020577
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1331820020577
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1331820020577
java.vm.specification.version,sysinfo,,,"1.0",1331820020577
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1331820020577
java.vm.version,sysinfo,,,"20.0-b11",1331820020577
started,bundle,org.eclipse.linuxtools.cdt.autotools.core,1.0.2.201202152032,"org.eclipse.linuxtools.cdt.autotools.core",1331820022035
started,bundle,org.eclipse.core.variables,3.2.500.v20110928-1503,"org.eclipse.core.variables",1331820022139
started,bundle,org.rtems.cdt,1.4.0.200911301509,"org.rtems.cdt",1331820022228
started,bundle,org.eclipse.debug.core,3.7.1.v20111129-2031,"org.eclipse.debug.core",1331820022316
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1331820029421
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1331820029466
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1331820029689
started,bundle,org.eclipse.cdt.codan.ui,2.0.1.201202111925,"org.eclipse.cdt.codan.ui",1331820030239
started,bundle,org.eclipse.cdt.codan.checkers.ui,1.0.0.201202111925,"org.eclipse.cdt.codan.checkers.ui",1331820030489
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1331820031592
started,bundle,org.eclipse.cdt.managedbuilder.gnu.ui,8.0.2.201202111925,"org.eclipse.cdt.managedbuilder.gnu.ui",1331820031853
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331820032397
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331820035526
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1331820036072
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331820051326
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331820060425
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331820061499
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331820064860
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331820065707
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331820093990
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1331820107929
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1331820130882
started,bundle,org.eclipse.cdt.managedbuilder.ui,8.0.2.201202111925,"org.eclipse.cdt.managedbuilder.ui",1331821412101
started,bundle,org.eclipse.cdt.build.crossgcc,1.0.2.201202111925,"org.eclipse.cdt.build.crossgcc",1331821412383
started,bundle,org.eclipse.linuxtools.cdt.autotools.ui,1.0.1.201202152032,"org.eclipse.linuxtools.cdt.autotools.ui",1331821412596
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331821412732
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331821492713
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1331821611045
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331821623578
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331821678862
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331821680066
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331821878026
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1331821882345
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1331821884200
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331821885434
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331830929981
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.lineEnd",1331831591046
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1331831592277
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1331831600239
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331831600669
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331831602908
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1331831602965
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1331831617842
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331831622607
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331831637317
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1331831807408
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331831874983
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331831876965
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1331832001806
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1331832001984
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1331832007394
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331832009254
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331832101106
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1331832110047
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1331832480514
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1331832481168
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.deletePreviousWord",1331833513156
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.deletePreviousWord",1331833516364
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1331833520304
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1331833527921
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331833528388
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331833531269
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1331833531593
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1331833541591
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1331833615079
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1331833643606
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331833644995
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1331833650538
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331833650549
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1331833652682
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1331833676879
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1331833680840
executed,command,,,"AUTOGEN:::org.eclipse.ui.texteditor.ruler.actions/org.eclipse.cdt.internal.ui.text.correction.CSelectRulerAction",1331833681255
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331833919108
